"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSMUSG00000051177",138.373211322936,0.905724469458549,0.16248290278549,5.57427553257272,2.48562066729226e-08,4.67881537372661e-07,"Plcb1","18795"
"ENSMUSG00000060962",2199.96326488822,0.899347146291747,0.0567812362909932,15.8388088220334,1.67972656876208e-56,2.96180358247027e-54,"Dmkn","73712"
"ENSMUSG00000029648",172.751153890554,0.89585574011171,0.140175311033572,6.39096666528638,1.64840318378782e-10,4.06920100226479e-09,"Flt1","14254"
"ENSMUSG00000031189",141.945802616499,0.892035001044145,0.165350264285515,5.39482053384471,6.85920760544166e-08,1.20699702059096e-06,"Aff2","14266"
"ENSMUSG00000030406",58.6065032596679,0.870038089215566,0.258021516280261,3.37195944647708,0.000746354372090895,0.00542803179702469,"Gipr","381853"
"ENSMUSG00000023191",127.193734943302,0.868474170086254,0.161693445721334,5.37111548468701,7.82510739649949e-08,1.365836927389e-06,"P3h3","14789"
"ENSMUSG00000029913",68.1772865208575,0.860062422543926,0.23885740636859,3.60073583490532,0.000317317854484158,0.00255863714105263,"Prdm5","70779"
"ENSMUSG00000036667",71.1466679348615,0.831256745180987,0.247066168360345,3.36451061145937,0.000766795355662042,0.00555332093287514,"Tcaf1","77574"
"ENSMUSG00000009633",913.808330121946,0.794806898034131,0.101092279502542,7.86219187009373,3.774692423812e-15,1.48919372336693e-13,"G0s2","14373"
"ENSMUSG00000071723",119.242724694733,0.764559022759053,0.1832525982564,4.17215924922008,3.01726629233202e-05,0.00032545793715042,"Gspt2","14853"
"ENSMUSG00000027663",225.115999458225,0.764493712321245,0.141792075280467,5.3916533121408,6.98123598616387e-08,1.22597314878975e-06,"Zmat3","22401"
"ENSMUSG00000041649",116.407028013536,0.760354965138551,0.190203064363423,3.99759576788802,6.39891051702594e-05,0.000632035152714191,"Klf8","245671"
"ENSMUSG00000034639",84.3462136268032,0.740537961302345,0.212738096644079,3.48098423829231,0.00049957488832017,0.00384708637430644,"Setmar","74729"
"ENSMUSG00000028358",70.6071371917545,0.73311193909684,0.238736177080937,3.07080371337395,0.00213483444275148,0.0132127289293502,"Zfp618","72701"
"ENSMUSG00000062785",76.196261204348,0.723805906784461,0.220596660027034,3.28112813084187,0.00103392763386846,0.0071809764924626,"Kcnc3","16504"
