"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSMUSG00000047875",269.248654594595,-0.685526389027776,0.114479962637994,-5.98817795910302,2.12204808169008e-09,4.84542834267355e-08,"Gpr157","269604"
"ENSMUSG00000048126",4.81528803794791,-3.5185748250266,1.25529965565034,-2.80297601388548,0.00506334349070199,0.0283738870005276,"Col6a3","12835"
"ENSMUSG00000048191",34.4107016106475,-2.92942638334399,0.422628361476689,-6.9314476981819,4.16555463863173e-12,1.32905036214392e-10,"Muc6","353328"
"ENSMUSG00000048779",393.784478682311,-1.13024255058346,0.123326403196562,-9.16464375257939,4.97108950634997e-20,3.00038497848231e-18,"P2ry6","233571"
"ENSMUSG00000049037",265.133527686903,-1.14243985443382,0.14432333042332,-7.91583627597071,2.45596632452794e-15,1.02976711908083e-13,"Clec4a1","269799"
"ENSMUSG00000049128",4.39091652969284,-2.30462911728322,1.01771252714855,-2.26451876714182,0.0235422268172051,0.0962407857290057,"Ivl","16447"
"ENSMUSG00000049225",229.64212928303,-0.510896459641101,0.126640185346721,-4.0342365122283,5.47801206660862e-05,0.000580644768939411,"Pdp1","381511"
"ENSMUSG00000049350",9.30095386514433,-3.32689867280746,0.851226270388622,-3.90835996084635,9.29247850679184e-05,0.000920120442323505,"Zg16","69036"
"ENSMUSG00000049353",5.32468853827983,-3.19293654487836,1.09839534064522,-2.90691013219591,0.00365018047100383,0.021564283131691,"Rd3","74023"
"ENSMUSG00000049409",11.8438141807526,-2.04864869846907,0.580269855306273,-3.53051029574468,0.00041475887291329,0.00337360951049471,"Prokr1","58182"
"ENSMUSG00000049608",173.484929432866,-1.29361910741614,0.167274796947437,-7.733496803004,1.04631999253094e-14,4.1659362391694e-13,"Gpr55","227326"
"ENSMUSG00000049709",26.8708503624869,-1.338530500467,0.389827243813092,-3.43365047392322,0.00059551156232066,0.00458041198421313,"Nlrp10","244202"
"ENSMUSG00000049907",145.083193698549,-0.704119870697721,0.154319883662173,-4.56272940329022,5.04928747982912e-06,6.81581882604854e-05,"Rasl11b","68939"
"ENSMUSG00000050022",297.183582213553,-1.02224713881359,0.110765054031531,-9.22896799673471,2.73251820887574e-20,1.68138587969523e-18,"Amz1","231842"
"ENSMUSG00000050232",2.8597959650739,-4.45675212997434,1.47416086359213,-3.02324681114817,0.00250078193366182,0.0158299329347892,"Cxcr3","12766"
"ENSMUSG00000050379",979.80751957803,-0.647754455065704,0.0636352937072568,-10.179169723732,2.45648313565022e-24,1.89249058483101e-22,"Sept6","56526"
"ENSMUSG00000050390",72.7400008453549,-1.40336159187405,0.218838677074771,-6.41276766352671,1.42901220758531e-10,3.82523154776225e-09,"C77080","97130"
"ENSMUSG00000050473",228.936380627026,-0.768930692918331,0.133285303681686,-5.76905834085582,7.97157061125913e-09,1.70131988991647e-07,"Slc35d3","76157"
"ENSMUSG00000050600",119.530632389473,-0.996496252276311,0.174338185735445,-5.71588059192308,1.09137357857112e-08,2.27794185694712e-07,"Zfp831","100043757"
"ENSMUSG00000050737",92.4091295209442,-0.575451806060112,0.194143480867758,-2.96405423189092,0.00303614774124841,0.0185496685983687,"Ptges","64292"
"ENSMUSG00000050777",196.307318418109,-1.02630148410801,0.153768663476427,-6.67432141832557,2.48378720700363e-11,7.28680110636731e-10,"Tmem37","170706"
"ENSMUSG00000050921",50.4711054633478,-1.57228038757112,0.30043425990957,-5.23335916497796,1.66456845268788e-07,2.85234189107963e-06,"P2ry10","78826"
"ENSMUSG00000051502",59.7581152230214,-0.95529848647305,0.245649956664216,-3.88886079788269,0.000100715860904173,0.000990024375443921,"Ufsp1","70240"
"ENSMUSG00000051727",25.545290418265,-1.75855704316233,0.407614858730966,-4.3142613805524,1.60137393420498e-05,0.000195297546982321,"Kctd14","233529"
"ENSMUSG00000051910",103.214328212116,-2.24962140723444,0.220224058281817,-10.2151482666605,1.69619635132932e-24,1.35068543068879e-22,"Sox6","20679"
"ENSMUSG00000051998",49.8027742382011,-1.81870361930844,0.285204163191274,-6.37684807598238,1.80769620335363e-10,4.79824347982605e-09,"Lax1","240754"
"ENSMUSG00000052305",10889.2190637131,-2.75954578462626,0.109261686977617,-25.2562985339187,9.65776037861915e-141,6.10112915651967e-138,"Hbb-b1","15129"
"ENSMUSG00000052512",258.606294976076,-0.511306930874247,0.119791781295696,-4.26829725164641,1.9697074104489e-05,0.000234779212847972,"Nav2","78286"
"ENSMUSG00000052544",45.2789758094134,-0.898328162661598,0.252852891558206,-3.55276998070162,0.000381197627748611,0.00315478490877366,"St6galnac3","20447"
"ENSMUSG00000052688",400.014378739204,-0.547116806210895,0.0976173111168176,-5.60471088530769,2.08602868001382e-08,4.15277474197709e-07,"Rab7b","226421"
"ENSMUSG00000052749",357.451598415938,-0.722465961375652,0.105093689443434,-6.87449422702506,6.2210177493022e-12,1.91397286338921e-10,"Trim30b","244183"
"ENSMUSG00000052861",9.89707547306159,-2.38810600082386,0.7305899787909,-3.26873632290452,0.00108028921889992,0.00777873908685077,"Dnah6","330355"
"ENSMUSG00000052914",37.0969826588196,-1.08491177164019,0.303001109413207,-3.58055379315684,0.000342866743862931,0.00288177179747729,"Cyp2j6","13110"
"ENSMUSG00000053318",9.18944011801652,-2.92612220505477,0.781806086271812,-3.7427723529354,0.000182001099714185,0.0016744101173705,"Slamf8","74748"
"ENSMUSG00000053338",853.983723990164,-0.610827968842056,0.0657701895273517,-9.28730741437247,1.58240672178799e-20,9.99659073044201e-19,"Tarm1","245126"
"ENSMUSG00000053702",46.9754819178725,-1.27014989848592,0.266445575095606,-4.76701441947449,1.86975932924715e-06,2.70089015304055e-05,"Nebl","74103"
"ENSMUSG00000054435",10.0547041810771,-2.26617549175561,0.67946978715971,-3.33521156434133,0.000852345255451927,0.00631001846926755,"Gimap4","107526"
"ENSMUSG00000054641",97.2198314103047,-1.89219902468658,0.215107162989605,-8.79654121410183,1.41097759445836e-18,7.55391168649004e-17,"Mmrn1","70945"
"ENSMUSG00000054675",292.149150638109,-1.27152640260099,0.125678707116962,-10.1172778728353,4.63116658224408e-24,3.42851051041757e-22,"Tmem119","231633"
"ENSMUSG00000054892",8.77227557130551,-1.6336864042098,0.618390760660156,-2.64183507927217,0.00824581967206748,0.0421225807075534,"Txk","22165"
