"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070588","BP","GO:0070588","calcium ion transmembrane transport","16/465","268/23239",0.000109478330758473,0.00282017780862661,0.00210461574145878,"Cacna1e/Mcoln2/Micu1/Snca/Gpr35/Atp1b1/Gem/P2rx7/Cd19/Kcne3/Ptger3/P2ry6/Tmem37/Cacnb2/Prnp/Capn3",16
"GO:0051090","BP","GO:0051090","regulation of DNA-binding transcription factor activity","20/465","385/23239",0.000109570922682602,0.00282017780862661,0.00210461574145878,"Cd36/Id3/Cd40/Tnfaip3/Il6/Il18r1/Tnfrsf11a/Traf5/Prkcq/Traf1/Dab2ip/Plpp3/Tnfrsf8/Csrp3/Card11/Camk1d/Cmklr1/Rab7b/Prnp/Capn3",20
"GO:0032496","BP","GO:0032496","response to lipopolysaccharide","19/465","355/23239",0.00011003883964948,0.00282017780862661,0.00210461574145878,"Cd36/Ggt1/Abca1/Lbp/Tnfaip3/Il6/Snca/Tnfrsf11a/Mrc1/Dab2ip/Ppbp/Pf4/Cxcl3/P2rx7/Klrk1/Spon2/Ptger3/Tnip3/Fcgr4",19
"GO:0032675","BP","GO:0032675","regulation of interleukin-6 production","11/465","139/23239",0.000114856141745537,0.00292524236008165,0.00218302232567669,"Cd36/Lbp/Tnfaip3/Il6/P2rx7/Spon2/Bank1/Flt3/Tlr1/Nlrp10/Rab7b",11
"GO:0071900","BP","GO:0071900","regulation of protein serine/threonine kinase activity","21/465","418/23239",0.000118571174596423,0.00300110271105853,0.00223963467413577,"Apoe/Fcer1a/Cd40/Tnfaip3/Pkib/Pdgfa/Snca/Tnfrsf11a/Dab2ip/Rasgrp1/Tnik/Pdgfc/Ephb2/Map3k6/Prkag2/P2rx7/Spry1/Dusp8/Lpar1/Lax1/Ccnd1",21
"GO:0002768","BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","18/465","328/23239",0.00012143737076291,0.00305467460406703,0.00227961380204059,"Cd79a/Cd40/Ada/Cd28/Nfatc2/Ermap/Cd38/Klrk1/Cd19/C3ar1/Lat2/Cmklr1/Shb/Lax1/Txk/Nectin2/Skint3/Prnp",18
"GO:0034101","BP","GO:0034101","erythrocyte homeostasis","11/465","140/23239",0.000122448684018794,0.00306121710046986,0.00228449627465481,"Ampd3/Gata2/Epb42/Alas2/Gfi1b/Tal1/Rhd/Gata1/Sox6/Hbb-b1/Mafb",11
"GO:0002526","BP","GO:0002526","acute inflammatory response","10/465","118/23239",0.000132660603186984,0.00329629242674976,0.00245992607578432,"Fcer1a/Cd163/Lbp/Il6/Tnfrsf11a/Cd55/Nupr1/Cd59a/Ptger3/Saa3",10
"GO:0034765","BP","GO:0034765","regulation of ion transmembrane transport","22/465","453/23239",0.000133652045642859,0.00330080052117969,0.00246329033404924,"Cacna1e/Scn1b/Fhl1/Snca/Gpr35/Atp1b1/Gem/Ephb2/P2rx7/Kel/Cd19/Kcne3/Ptger3/Cftr/P2ry6/Tmem37/Gja5/Scn3a/Cacnb2/Prnp/Kcnip3/Capn3",22
"GO:0043900","BP","GO:0043900","regulation of multi-organism process","20/465","392/23239",0.000139495004131582,0.00342435025202528,0.00255549186389436,"Hpn/Cd36/Apoe/Htra1/Lbp/Ada/Tnfaip3/Arg1/Il2ra/Lef1/Oasl2/Hpgds/Oas3/Isg20/Pde3a/Shb/Nlrp10/Ifitm6/Nectin2/Gbp4",20
"GO:0046578","BP","GO:0046578","regulation of Ras protein signal transduction","14/465","219/23239",0.000143132469658976,0.00349260367581035,0.00260642738635224,"Apoe/Rasa4/Abca1/Eps8/Gpr35/Dab2ip/Rasgrp1/Ephb2/Spry1/Lpar1/Plekhg5/Gpr55/P2ry10/Gpr174",14
"GO:0002703","BP","GO:0002703","regulation of leukocyte mediated immunity","15/465","247/23239",0.000147830749719514,0.00358577562563703,0.00267595887180249,"Fcer1a/Gata2/Slamf6/Cd40/Arg1/Il6/Cd28/Il18r1/Cd55/Rasgrp1/P2rx7/Klrk1/Dpp4/Nectin2/Klrb1b",15
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","16/465","276/23239",0.000153640483095459,0.00365769168842702,0.00272962771401115,"Loxl3/Sdc4/Tnfaip3/Arg1/Adora2a/Il2ra/Lef1/Gpnmb/Plxna1/Plxnb3/Zc3h12d/Ptger3/Lax1/Tarm1/Prnp/Lrrc32",16
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","13/465","194/23239",0.000154230218746044,0.00365769168842702,0.00272962771401115,"Ada/Il6/Cd28/Spta1/Il2ra/Prkcq/Rasgrp1/Itgal/Il2rg/Dpp4/Card11/Shb/Rag1",13
"GO:0006953","BP","GO:0006953","acute-phase response","6/465","41/23239",0.000154303633616177,0.00365769168842702,0.00272962771401115,"Cd163/Lbp/Il6/Tnfrsf11a/Ptger3/Saa3",6
"GO:0032535","BP","GO:0032535","regulation of cellular component size","20/465","395/23239",0.000154386005008453,0.00365769168842702,0.00272962771401115,"Sema4f/Apoe/Aqp1/Ccl24/Eps8/Sema4c/Spta1/Neb/Sema6d/Tmod1/P2rx7/Kel/Add2/Slc6a12/Fchsd2/Mgll/Atp13a2/Ppp1r15a/Capg/Cdc42ep5",20
"GO:0043270","BP","GO:0043270","positive regulation of ion transport","17/465","307/23239",0.000167270399481876,0.00394003975658177,0.00294033577184753,"Apoe/Scn1b/Adora2a/Fhl1/Snca/Tnfrsf11a/Atp1b1/Ephb2/P2rx7/Cd19/Kcne3/Kmo/Cftr/Abcb4/P2ry6/Cacnb2/Capn3",17
"GO:0045860","BP","GO:0045860","positive regulation of protein kinase activity","21/465","430/23239",0.000174976728935149,0.00404268101276557,0.00301693392208711,"Fcer1a/Sdc4/Cd40/Pdgfa/Snca/Tnfrsf11a/Dab2ip/Rasgrp1/Tnik/Pdgfc/Tal1/Map3k6/Prkag2/P2rx7/Lat/Lpar1/Dok7/Tlr1/Chil1/Ccnd1/Prnp",21
"GO:0048305","BP","GO:0048305","immunoglobulin secretion","5/465","27/23239",0.000176133125753779,0.00404268101276557,0.00301693392208711,"Cd40/Il6/Siglecg/Cd22/Lax1",5
"GO:0042113","BP","GO:0042113","B cell activation","20/465","399/23239",0.000176411911559283,0.00404268101276557,0.00301693392208711,"Cd79a/Cd40/Ada/Tnfaip3/Il6/Cd28/Nfatc2/Lef1/Cdh17/Cd38/Siglecg/Cd22/Il2rg/Card11/Bank1/Lat2/Flt3/Shb/Lax1/Rag1",20
"GO:0097035","BP","GO:0097035","regulation of membrane lipid distribution","6/465","42/23239",0.000177008982493528,0.00404268101276557,0.00301693392208711,"Abca1/Atp9a/Abca4/Atp8b5/P2rx7/Abcb4",6
"GO:0032635","BP","GO:0032635","interleukin-6 production","11/465","146/23239",0.000177580343873629,0.00404268101276557,0.00301693392208711,"Cd36/Lbp/Tnfaip3/Il6/P2rx7/Spon2/Bank1/Flt3/Tlr1/Nlrp10/Rab7b",11
"GO:0050777","BP","GO:0050777","negative regulation of immune response","11/465","146/23239",0.000177580343873629,0.00404268101276557,0.00301693392208711,"Loxl3/Tnfaip3/Arg1/Il1rl1/Il2ra/Smpdl3b/Cd59a/Nlrp6/Slamf8/Fcrlb/Klrb1b",11
"GO:0018108","BP","GO:0018108","peptidyl-tyrosine phosphorylation","17/465","309/23239",0.000180657617467741,0.00408245180125243,0.0030466136916547,"Cd36/Fcer1a/Cd40/Il6/Pdgfa/Pdgfc/Plpp3/Ephb2/Tal1/Errfi1/Gata1/Bank1/Tnfrsf18/Dok7/Txk/Kdr/Prnp",17
"GO:0015748","BP","GO:0015748","organophosphate ester transport","8/465","79/23239",0.000182161935279204,0.00408245180125243,0.0030466136916547,"Apoe/Abca1/Pltp/Atp9a/Abca4/Atp8b5/P2rx7/Abcb4",8
"GO:0007265","BP","GO:0007265","Ras protein signal transduction","20/465","400/23239",0.000182332816644894,0.00408245180125243,0.0030466136916547,"Rhoc/Apoe/Rasa4/Abca1/Eps8/Gpr35/Dab2ip/Rasgrp1/Pdpn/Ephb2/Rab19/Lat/Spry1/Lpar1/Plekhg5/Gpr55/P2ry10/Rab7b/Cdc42ep5/Gpr174",20
"GO:0002443","BP","GO:0002443","leukocyte mediated immunity","23/465","498/23239",0.00019731953425896,0.00439386394593038,0.00327901141486416,"Fcer1a/Gata2/Slamf6/Cd40/Arg1/Irf7/Il6/Cd28/Il18r1/Cd55/Rasgrp1/P2rx7/Klrk1/Klrd1/Lat/Dpp4/C1qa/C1qc/C1qb/Spon2/Lat2/Nectin2/Klrb1b",23
"GO:0043367","BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","8/465","80/23239",0.000198915481767874,0.00440532928371785,0.00328756765919558,"Loxl3/Slamf6/Il6/Il18r1/Lef1/Il2rg/Fut7/Shb",8
"GO:0018212","BP","GO:0018212","peptidyl-tyrosine modification","17/465","312/23239",0.000202490961993644,0.00446027389256271,0.00332857120454986,"Cd36/Fcer1a/Cd40/Il6/Pdgfa/Pdgfc/Plpp3/Ephb2/Tal1/Errfi1/Gata1/Bank1/Tnfrsf18/Dok7/Txk/Kdr/Prnp",17
"GO:0046634","BP","GO:0046634","regulation of alpha-beta T cell activation","9/465","102/23239",0.000210512906060729,0.00460047743326448,0.00343320098280945,"Loxl3/Ada/Adora2a/Il6/Cd28/Prkcq/Il2rg/Shb/Tarm1",9
"GO:0007264","BP","GO:0007264","small GTPase mediated signal transduction","22/465","468/23239",0.000211422396734861,0.00460047743326448,0.00343320098280945,"Rhoc/Apoe/Rasa4/Abca1/Eps8/Gpr35/Rgl1/Ralgds/Dab2ip/Rasgrp1/Pdpn/Ephb2/Rab19/Lat/Spry1/Lpar1/Plekhg5/Gpr55/P2ry10/Rab7b/Cdc42ep5/Gpr174",22
"GO:1903169","BP","GO:1903169","regulation of calcium ion transmembrane transport","11/465","149/23239",0.000212242885264717,0.00460047743326448,0.00343320098280945,"Snca/Gpr35/Atp1b1/Gem/Cd19/Kcne3/Ptger3/P2ry6/Cacnb2/Prnp/Capn3",11
"GO:0042060","BP","GO:0042060","wound healing","18/465","345/23239",0.000226550356683824,0.00488242353589396,0.00364360906559836,"Vwf/Cd36/Apoe/Aqp1/Mertk/Sdc4/Pdgfa/Prkcq/Eng/Pdpn/Pf4/Gp9/Gata1/Nlrp6/Ptger3/Mmrn1/Gp6/Capn3",18
"GO:0002698","BP","GO:0002698","negative regulation of immune effector process","10/465","126/23239",0.000227646741550884,0.00488242353589396,0.00364360906559836,"Loxl3/Htra1/Tnfaip3/Arg1/Il2ra/Siglecg/Cd22/Cd59a/Slamf8/Klrb1b",10
"GO:0002705","BP","GO:0002705","positive regulation of leukocyte mediated immunity","12/465","176/23239",0.000233537044116362,0.00498253117682815,0.00371831645330488,"Fcer1a/Gata2/Slamf6/Cd40/Arg1/Il6/Cd28/Il18r1/Rasgrp1/P2rx7/Klrk1/Nectin2",12
"GO:0002429","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","17/465","316/23239",0.000235159164640662,0.00499100831203489,0.00372464268994997,"Cd79a/Ada/Cd28/Nfatc2/Ermap/Cd38/Klrk1/Cd19/C3ar1/Lat2/Cmklr1/Shb/Lax1/Txk/Nectin2/Skint3/Prnp",17
"GO:0043901","BP","GO:0043901","negative regulation of multi-organism process","12/465","177/23239",0.000246081564816693,0.00519576360947163,0.00387744554543456,"Cd36/Htra1/Lbp/Ada/Tnfaip3/Il2ra/Oasl2/Hpgds/Oas3/Isg20/Shb/Ifitm6",12
"GO:0032945","BP","GO:0032945","negative regulation of mononuclear cell proliferation","8/465","83/23239",0.000256921905245439,0.00536900904551365,0.00400673351824061,"Sdc4/Arg1/Il2ra/Gpnmb/Zc3h12d/Tarm1/Prnp/Lrrc32",8
"GO:0050672","BP","GO:0050672","negative regulation of lymphocyte proliferation","8/465","83/23239",0.000256921905245439,0.00536900904551365,0.00400673351824061,"Sdc4/Arg1/Il2ra/Gpnmb/Zc3h12d/Tarm1/Prnp/Lrrc32",8
"GO:1903793","BP","GO:1903793","positive regulation of anion transport","7/465","63/23239",0.000258288899094129,0.00537003706024784,0.0040075006953971,"Apoe/Adora2a/Tnfrsf11a/P2rx7/Kmo/Cftr/Abcb4",7
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","17/465","319/23239",0.000262582075623942,0.00543158354399778,0.00405343102579518,"Sema4f/Apoe/Htra1/Ada/Tnfaip3/Adora2a/Pdgfa/Sema4c/Il2ra/Sema6d/Smpdl3b/Padi2/Klrk1/Siglecg/Nlrp6/Ptger3/Slamf8",17
"GO:0030218","BP","GO:0030218","erythrocyte differentiation","10/465","129/23239",0.000275564640000348,0.00567134296970414,0.00423235643254124,"Gata2/Epb42/Alas2/Gfi1b/Tal1/Rhd/Gata1/Sox6/Hbb-b1/Mafb",10
"GO:0009611","BP","GO:0009611","response to wounding","22/465","479/23239",0.000291529535923545,0.00596976310999219,0.00445505860504164,"Vwf/Cd36/Apoe/Aqp1/Mertk/Sdc4/Tnfaip3/Il6/Pdgfa/Prkcq/Eng/Pdpn/Pf4/Gp9/Siglecg/Gata1/Nlrp6/Ptger3/Flrt3/Mmrn1/Gp6/Capn3",22
"GO:0055076","BP","GO:0055076","transition metal ion homeostasis","10/465","130/23239",0.000293300469652923,0.00597599706917831,0.00445971082540682,"Cp/Slc30a4/Steap4/Epb42/Alas2/Steap3/Rhd/Slc30a2/Atp13a2/Prnp",10
"GO:0043405","BP","GO:0043405","regulation of MAP kinase activity","16/465","293/23239",0.000301516304628882,0.00611283055404326,0.00456182563012747,"Apoe/Fcer1a/Cd40/Pdgfa/Tnfrsf11a/Dab2ip/Rasgrp1/Tnik/Pdgfc/Ephb2/Map3k6/P2rx7/Spry1/Dusp8/Lpar1/Lax1",16
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","19/465","386/23239",0.000319172807427784,0.00643875836766445,0.00480505597008269,"Gata2/Rcn3/Pkib/Il6/Tnfrsf11a/Prkcq/Car2/Lmna/Ctsk/Abca4/Cd38/Spp1/P2rx7/Gata1/Flt3/S1pr1/Gpr55/Fcgr4/Kdr",19
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","13/465","210/23239",0.000334706751715656,0.00671886706030196,0.00501409284784304,"Sema4f/Lbp/Sema4c/Sema6d/Padi2/Klrk1/Lpar1/Camk1d/C3ar1/Cmklr1/S1pr1/Slamf8/Kdr",13
"GO:0034260","BP","GO:0034260","negative regulation of GTPase activity","5/465","31/23239",0.000347091136466114,0.00686600184999716,0.00512389521333982,"Rasa4/Dab2ip/Klrk1/Plxnb3/Spry1",5
"GO:0035025","BP","GO:0035025","positive regulation of Rho protein signal transduction","5/465","31/23239",0.000347091136466114,0.00686600184999716,0.00512389521333982,"Gpr35/Lpar1/Gpr55/P2ry10/Gpr174",5
"GO:0072538","BP","GO:0072538","T-helper 17 type immune response","5/465","31/23239",0.000347091136466114,0.00686600184999716,0.00512389521333982,"Loxl3/Slamf6/Il6/Prkcq/Nlrp10",5
"GO:0070664","BP","GO:0070664","negative regulation of leukocyte proliferation","8/465","87/23239",0.000355095855946223,0.00695680583163874,0.00519165955378865,"Sdc4/Arg1/Il2ra/Gpnmb/Zc3h12d/Tarm1/Prnp/Lrrc32",8
"GO:1905954","BP","GO:1905954","positive regulation of lipid localization","8/465","87/23239",0.000355095855946223,0.00695680583163874,0.00519165955378865,"Cd36/Apoe/Abca1/Pltp/Tnfrsf11a/Spp1/P2rx7/Abcb4",8
"GO:0002448","BP","GO:0002448","mast cell mediated immunity","6/465","48/23239",0.000374261228105548,0.00726245002157194,0.00541975282203974,"Fcer1a/Gata2/Rasgrp1/Lat/Spon2/Lat2",6
"GO:0002762","BP","GO:0002762","negative regulation of myeloid leukocyte differentiation","6/465","48/23239",0.000374261228105548,0.00726245002157194,0.00541975282203974,"Gata2/Fbn1/Zbtb46/C1qc/Gpr55/Mafb",6
"GO:0032370","BP","GO:0032370","positive regulation of lipid transport","7/465","67/23239",0.000379098901446271,0.00732145982650974,0.00546379010365816,"Apoe/Abca1/Pltp/Tnfrsf11a/Spp1/P2rx7/Abcb4",7
"GO:0032760","BP","GO:0032760","positive regulation of tumor necrosis factor production","8/465","88/23239",0.000383889838705143,0.00737901458831819,0.00550674152939006,"Cd36/Lbp/Rasgrp1/Tnfrsf8/Pf4/Spon2/Tlr1/Cyp2j6",8
"GO:0002285","BP","GO:0002285","lymphocyte activation involved in immune response","12/465","186/23239",0.000387159479161452,0.00740692430790103,0.0055275697321346,"Loxl3/Slamf6/Cd40/Ada/Tnfaip3/Il6/Cd28/Il18r1/Lef1/Cdh17/Itgal/Shb",12
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","19/465","393/23239",0.00039850691866063,0.00758839109131807,0.00566299305465106,"Hpn/Aqp1/Rasa4/Adora2a/Il6/Itih5/Snca/Dab2ip/Lef1/Ambp/Reck/Klrk1/Plxnb3/Spry1/Ppp1r15a/Dlg2/Gpc3/Rag1/Serpinb10",19
"GO:0010543","BP","GO:0010543","regulation of platelet activation","5/465","32/23239",0.000404662113143732,0.00766975865609632,0.0057237152747723,"Apoe/Pdgfa/Prkcq/Pdpn/Ptger3",5
"GO:1903557","BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","8/465","89/23239",0.000414554677723017,0.00776548513609962,0.00579515313095041,"Cd36/Lbp/Rasgrp1/Tnfrsf8/Pf4/Spon2/Tlr1/Cyp2j6",8
"GO:0030888","BP","GO:0030888","regulation of B cell proliferation","7/465","68/23239",0.000415429634274777,0.00776548513609962,0.00579515313095041,"Cd40/Ada/Nfatc2/Cd38/Siglecg/Cd22/Card11",7
"GO:0045576","BP","GO:0045576","mast cell activation","7/465","68/23239",0.000415429634274777,0.00776548513609962,0.00579515313095041,"Fcer1a/Gata2/Rasgrp1/Lat/Lat2/Cftr/Nectin2",7
"GO:0071346","BP","GO:0071346","cellular response to interferon-gamma","9/465","112/23239",0.000423822430701323,0.00788619363062963,0.00588523432970979,"Ccl24/Arg1/Mrc1/Gbp9/Gbp8/Rab7b/Txk/Capg/Gbp4",9
"GO:0051348","BP","GO:0051348","negative regulation of transferase activity","14/465","244/23239",0.000433035364045778,0.00802099594766612,0.00598583333362801,"Apoe/Tnfaip3/Pkib/Adora2a/Il6/Dab2ip/Ephb2/Prkag2/Errfi1/Spry1/Dusp8/Shb/Lax1/Fabp4",14
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","11/465","162/23239",0.000436074781998484,0.00804074541467793,0.00600057177991722,"Eya2/Tnfaip3/Atf3/Traf1/Itga6/Siglec1/Lmna/Pf4/Gata1/Tnfrsf23/Tnfsf10",11
"GO:0032755","BP","GO:0032755","positive regulation of interleukin-6 production","8/465","90/23239",0.000447180221669232,0.00820837569055008,0.00612566932386159,"Cd36/Lbp/Il6/P2rx7/Spon2/Tlr1/Nlrp10/Rab7b",8
"GO:0051017","BP","GO:0051017","actin filament bundle assembly","11/465","163/23239",0.000459402012851894,0.00839490225278685,0.00626486861047496,"Rhoc/Eps8/Sdc4/Myo1b/Prkcq/Fscn1/Add2/Lpar1/Fhdc1/S1pr1/Marcks",11
"GO:0030220","BP","GO:0030220","platelet formation","4/465","19/23239",0.000483131812580257,0.00875005393895354,0.00652990786687421,"Mpl/Tal1/Clec1b/Gata1",4
"GO:0030852","BP","GO:0030852","regulation of granulocyte differentiation","4/465","19/23239",0.000483131812580257,0.00875005393895354,0.00652990786687421,"Gfi1b/Zbtb46/Lef1/C1qc",4
"GO:0007266","BP","GO:0007266","Rho protein signal transduction","12/465","191/23239",0.000491554879308062,0.00886321297867413,0.00661435512958077,"Rhoc/Apoe/Abca1/Eps8/Gpr35/Pdpn/Lpar1/Plekhg5/Gpr55/P2ry10/Cdc42ep5/Gpr174",12
"GO:0031032","BP","GO:0031032","actomyosin structure organization","12/465","192/23239",0.000515050769973986,0.00924595545217618,0.00689998457896984,"Rhoc/Sdc4/Prkcq/Neb/Epb41l1/Tmod1/Csrp3/Lpar1/Fhdc1/S1pr1/Nebl/Capn3",12
"GO:0033674","BP","GO:0033674","positive regulation of kinase activity","21/465","467/23239",0.000523846038827353,0.00936259915886608,0.00698703234613215,"Fcer1a/Sdc4/Cd40/Pdgfa/Snca/Tnfrsf11a/Dab2ip/Rasgrp1/Tnik/Pdgfc/Tal1/Map3k6/Prkag2/P2rx7/Lat/Lpar1/Dok7/Tlr1/Chil1/Ccnd1/Prnp",21
"GO:0061572","BP","GO:0061572","actin filament bundle organization","11/465","166/23239",0.000535742145263463,0.00953340280326904,0.00711449808166465,"Rhoc/Eps8/Sdc4/Myo1b/Prkcq/Fscn1/Add2/Lpar1/Fhdc1/S1pr1/Marcks",11
"GO:0034122","BP","GO:0034122","negative regulation of toll-like receptor signaling pathway","5/465","34/23239",0.000541085215834715,0.00955031516669738,0.00712711928100451,"Tnfaip3/Dab2ip/Smpdl3b/Nlrp6/Rab7b",5
"GO:0097755","BP","GO:0097755","positive regulation of blood vessel diameter","7/465","71/23239",0.000541379829081495,0.00955031516669738,0.00712711928100451,"Apoe/Mrvi1/Adora2a/Gucy1a1/Cftr/Gja5/Kdr",7
"GO:0051056","BP","GO:0051056","regulation of small GTPase mediated signal transduction","14/465","250/23239",0.0005512727700737,0.00968291611228589,0.00722607546616569,"Apoe/Rasa4/Abca1/Eps8/Gpr35/Dab2ip/Rasgrp1/Ephb2/Spry1/Lpar1/Plekhg5/Gpr55/P2ry10/Gpr174",14
"GO:0002700","BP","GO:0002700","regulation of production of molecular mediator of immune response","10/465","141/23239",0.000559843377691974,0.00974940924826835,0.00727569733761634,"Cd36/Cd40/Tnfaip3/Arg1/Il6/Cd28/Il18r1/Siglecg/Cd22/Spon2",10
"GO:0002824","BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","10/465","141/23239",0.000559843377691974,0.00974940924826835,0.00727569733761634,"Fcer1a/Cd40/Ada/Il6/Cd28/Il18r1/Prkcq/P2rx7/Nlrp10/Nectin2",10
"GO:0045121","CC","GO:0045121","membrane raft","20/467","354/23416",3.29658185827473e-05,0.00679177288781918,0.0055605158145888,"Cd36/Cd79a/Aqp1/Fcer1a/Abca1/Sdc4/Cd28/Cd55/Atp1b1/Pdpn/Add2/Kcne3/Card11/Lat2/Grk3/Tlr1/Cavin2/Kdr/Ehd2/Prnp",20
"GO:0098857","CC","GO:0098857","membrane microdomain","20/467","355/23416",3.4301883271814e-05,0.00679177288781918,0.0055605158145888,"Cd36/Cd79a/Aqp1/Fcer1a/Abca1/Sdc4/Cd28/Cd55/Atp1b1/Pdpn/Add2/Kcne3/Card11/Lat2/Grk3/Tlr1/Cavin2/Kdr/Ehd2/Prnp",20
"GO:0098589","CC","GO:0098589","membrane region","20/467","367/23416",5.45542263776379e-05,0.0072011578818482,0.00589568481554824,"Cd36/Cd79a/Aqp1/Fcer1a/Abca1/Sdc4/Cd28/Cd55/Atp1b1/Pdpn/Add2/Kcne3/Card11/Lat2/Grk3/Tlr1/Cavin2/Kdr/Ehd2/Prnp",20
"GO:0019955","MF","GO:0019955","cytokine binding","12/466","128/22744",1.3175552519532e-05,0.00764219336512221,0.0060785377669401,"Cd36/Il1rl1/Il18r1/Tnfrsf11a/Il2ra/Eng/Pdpn/Tnfrsf9/Il2rg/Ackr1/Ackr3/Lrrc32",12
"GO:0019865","MF","GO:0019865","immunoglobulin binding","5/466","19/22744",3.24082378225818e-05,0.00764219336512221,0.0060785377669401,"Vwf/Fcgrt/Fcer1a/Ambp/Fcgr4",5
"GO:0016813","MF","GO:0016813","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","4/466","11/22744",5.12130765399503e-05,0.00764219336512221,0.0060785377669401,"Arg1/Padi3/Padi4/Padi2",4
"GO:0038024","MF","GO:0038024","cargo receptor activity","9/466","84/22744",5.56560216711279e-05,0.00764219336512221,0.0060785377669401,"Loxl3/Cd36/Cd163/Abca1/Mrc1/Tinagl1/Enpp1/Hip1/Ackr3",9
"GO:0005326","MF","GO:0005326","neurotransmitter transporter activity","7/466","50/22744",6.75902287304845e-05,0.00764219336512221,0.0060785377669401,"Aqp1/Slc13a3/Slc6a8/Slc6a9/Slc6a13/Slc6a12/Slc38a5",7
"GO:0005283","MF","GO:0005283","amino acid:sodium symporter activity","4/466","12/22744",7.55768075444407e-05,0.00764219336512221,0.0060785377669401,"Slc6a8/Slc6a9/Slc6a13/Slc6a12",4
"GO:0004896","MF","GO:0004896","cytokine receptor activity","9/466","89/22744",8.7817553756172e-05,0.00764219336512221,0.0060785377669401,"Mpl/Il1rl1/Il18r1/Gpr35/Il2ra/Il21r/Il2rg/Flt3/Ackr3",9
"GO:0022804","MF","GO:0022804","active transmembrane transporter activity","19/466","342/22744",9.16604901363983e-05,0.00764219336512221,0.0060785377669401,"Abca1/Slc13a3/Slc6a8/Slc16a14/Slc45a3/Atp1b1/Abca4/Cdh17/Atp6v0d2/Slc6a9/Abcb9/Slc6a13/Slc6a12/Slco2b1/Slc5a11/Slc9a7/Cftr/Abcb4/Slc26a1",19
"GO:0004012","MF","GO:0004012","phospholipid-translocating ATPase activity","5/466","24/22744",0.00010885776401968,0.0080675698445696,0.00641687872116007,"Abca1/Atp9a/Abca4/Atp8b5/Abcb4",5
"GO:0005343","MF","GO:0005343","organic acid:sodium symporter activity","5/466","25/22744",0.000133793832406352,0.00869364113035516,0.00691485067418765,"Slc13a3/Slc6a8/Slc6a9/Slc6a13/Slc6a12",5
"GO:0003779","MF","GO:0003779","actin binding","21/466","414/22744",0.000143373391954883,0.00869364113035516,0.00691485067418765,"Eps8/Myo1b/Enah/Snca/Spta1/Neb/Epb41l1/Tmod1/Fscn1/Add2/Csrp3/Antxr1/Mical2/Hip1/Fhdc1/Marcksl1/Nebl/Tns1/Capg/Cacnb2/Marcks",21
"GO:0001883","MF","GO:0001883","purine nucleoside binding","19/466","357/22744",0.000159947550381839,0.00889041800872387,0.00707136538530234,"Sept1/Rhoc/Tubb1/Ada/Gucy1b1/Gem/Rragd/Rab19/Tuba8/Gucy1a1/Hhat/Tgm2/Gnaz/Gimap6/Sept6/Rab7b/Gimap4/Agap1/Ehd2",19
